name,gender
Ren,boy
Itsuki,boy
Erhard,boy
Beloukas,boy
Elrasla,girl
Eclair,girl
Fitoria,girl
Gaelion,boy
Ruft,boy
Yomogi,girl
Kyo,boy
Lerche,girl
Viktor,boy
Dalya,boy
Raiden,boy
Shinei,boy
Vladilene,gir;
Isuka,boy
Henritta,girl
Theoto,boy
Haryto,boy
Kurena,girl
Frederica,girl
Kiriya,boy
Shourei,boy
Anju,girl
Kaie,girl
Shiden,girl
